date,title,news_url,fact_check_url,real_or_fake,claim_id
,"""Adding pepper to your soup or other meals DOES NOT prevent or cure COVID-19""",https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters,who.int,real,100144
,"""COVID-19 IS NOT transmitted through houseflies""",https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters,who.int,real,100145
,"""Spraying and introducing bleach or another disinfectant into your body WILL NOT protect you against COVID-19 and can be dangerous""",https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters,who.int,real,100146
,"""Drinking methanol, ethanol or bleach DOES NOT prevent or cure COVID-19 and can be extremely dangerous""",https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters,who.int,real,100147
,"""5G mobile networks DO NOT spread COVID-19""",https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters,who.int,real,100148
,"""Exposing yourself to the sun or to temperatures higher than 25C degrees DOES NOT prevent the coronavirus disease (COVID-19)""",https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters,who.int,real,100149
,"""You can recover from the coronavirus disease (COVID-19). Catching the new coronavirus DOES NOT mean you will have it for life.""",https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters,who.int,real,100150
,"""Being able to hold your breath for 10 seconds or more without coughing or feeling discomfort DOES NOT mean you are free from the coronavirus disease (COVID-19) or any other lung disease.""",https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters,who.int,real,100151
,"""Drinking alcohol does not protect you against COVID-19 and can be dangerous""",https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters,who.int,real,100152
,"""COVID-19 virus can be transmitted in areas with hot and humid climates""",https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters,who.int,real,100153
,"""Cold weather and snow CANNOT kill the new coronavirus.""",https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters,who.int,real,100154
,"""Taking a hot bath does not prevent the new coronavirus disease""",https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters,who.int,real,100155
,"""The new coronavirus CANNOT be transmitted through mosquito bites.""",https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters,who.int,real,100156
,"""Are hand dryers effective in killing the new coronavirus?""",https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters,who.int,real,100157
,"""Ultra-violet (UV) lamps should not be used to disinfect hands or other areas of your skin""",https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters,who.int,real,100158
,"""How effective are thermal scanners in detecting people infected with the new coronavirus?""",https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters,who.int,real,100159
,"""Do vaccines against pneumonia protect you against the new coronavirus?""",https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters,who.int,real,100160
,"""Can regularly rinsing your nose with saline help prevent infection with the new coronavirus?""",https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters,who.int,real,100161
,"""Can eating garlic help prevent infection with the new coronavirus?""",https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters,who.int,real,100162
,"""Does the new coronavirus affect older people, or are younger people also susceptible?""",https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters,who.int,real,100163
,"""Are antibiotics effective in preventing and treating the new coronavirus?""",https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters,who.int,real,100164
,"""Are there any specific medicines to prevent or treat the new coronavirus?""",https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters,who.int,real,100165
,You can catch coronavirus in swimming pools,https://www.medicalnewstoday.com/articles/coronavirus-myths-explored,medicalnewstoday.com,fake,100027
,People should NOT wear masks while exercising,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters,who.int,real,100166
,The likelihood of shoes spreading COVID-19 is very low,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters,who.int,real,100167
,The coronavirus disease (COVID-19) is caused by a virus NOT by bacteria,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters,who.int,real,100168
,The prolonged use of medical masks* when properly worn DOES NOT cause CO2 intoxication nor oxygen deficiency,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters,who.int,real,100169
,Most people who get COVID-19 recover from it,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters,who.int,real,100170
,Drinking alcohol does not protect you against COVID-19 and can be dangerous,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters,who.int,real,100171
,Thermal scanners CANNOT detect COVID-19,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters,who.int,real,100172
,There are currently no drugs licensed for the treatment or prevention of COVID-19,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters,who.int,real,100173
,Adding pepper to your soup or other meals DOES NOT prevent or cure COVID-19,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters,who.int,real,100174
,COVID-19 is NOT transmitted through houseflies,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters,who.int,real,100175
,Spraying and introducing bleach or another disinfectant into your body WILL NOT protect you against COVID-19 and can be dangerous,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters,who.int,real,100176
,Drinking methanol ethanol or bleach DOES NOT prevent or cure COVID-19 and can be extremely dangerous,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters,who.int,real,100177
,What areas should be prioritized for disinfection in non-health care settings?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-considerations-for-the-cleaning-and-disinfection-of-environmental-surfaces-in-the-context-of-covid-19-in-non-health-care-settings,who.int,real,100178
,Which surface disinfectants are effective against COVID-19 in non-health care setting environments?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-considerations-for-the-cleaning-and-disinfection-of-environmental-surfaces-in-the-context-of-covid-19-in-non-health-care-settings,who.int,real,100179
,What protection measures should people take when using disinfectants?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-considerations-for-the-cleaning-and-disinfection-of-environmental-surfaces-in-the-context-of-covid-19-in-non-health-care-settings,who.int,real,100180
,What is the guidance for the disinfection of outdoor spaces such as open markets roads?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-considerations-for-the-cleaning-and-disinfection-of-environmental-surfaces-in-the-context-of-covid-19-in-non-health-care-settings,who.int,real,100181
,Are public systems for disinfecting individuals such as spraying via tunnel or chambers safe to use?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-considerations-for-the-cleaning-and-disinfection-of-environmental-surfaces-in-the-context-of-covid-19-in-non-health-care-settings,who.int,real,100182
,What are the recommended practices once back home after outdoor activities?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-considerations-for-the-cleaning-and-disinfection-of-environmental-surfaces-in-the-context-of-covid-19-in-non-health-care-settings,who.int,real,100183
,Are gloves recommended for the community in public spaces to protect against COVID-19 for example when going to the grocery store supermarket?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-considerations-for-the-cleaning-and-disinfection-of-environmental-surfaces-in-the-context-of-covid-19-in-non-health-care-settings,who.int,real,100184
,How should I clean food items from the grocery store for example fruit vegetables or packaged items?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-considerations-for-the-cleaning-and-disinfection-of-environmental-surfaces-in-the-context-of-covid-19-in-non-health-care-settings,who.int,real,100185
,What is serology?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-serology-and-covid-19,who.int,real,100186
,What is the difference between molecular testing and serologic testing?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-serology-and-covid-20,who.int,real,100187
,Does the presence of antibodies mean that a person is immune?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-serology-and-covid-21,who.int,real,100188
,How is WHO using serology as part of its response?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-serology-and-covid-22,who.int,real,100189
,What are the expected results from serologic studies?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-serology-and-covid-23,who.int,real,100190
,When can we expect results?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-serology-and-covid-24,who.int,real,100191
,What are the limitations of serology for a novel pathogen?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-serology-and-covid-25,who.int,real,100192
,What are the results of seroepidemiology studies?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-serology-and-covid-26,who.int,real,100193
,What do these results mean?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-serology-and-covid-27,who.int,real,100194
,What is herd immunity?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-serology-and-covid-28,who.int,real,100195
,What is an immunity passport or a risk-free certificate and what is WHO’s view of this?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-serology-and-covid-29,who.int,real,100196
,What is WHO’s view on masks?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-on-covid-19-and-masks,who.int,real,100197
,Does WHO advise the use of non-medical fabric masks in the general public?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-on-covid-19-and-masks,who.int,real,100198
,What is WHO recommending to countries that are considering the use of masks for the general public?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-on-covid-19-and-masks,who.int,real,100199
,What types of masks are used against the spread of COVID-19?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-on-covid-19-and-masks,who.int,real,100200
,Which individuals should wear medical masks in the context of COVID-19 according to WHO?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-on-covid-19-and-masks,who.int,real,100201
,How should I use and wear a medical mask?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-on-covid-19-and-masks,who.int,real,100202
,Does WHO recommend the use of fabric masks for the general public?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-on-covid-19-and-masks,who.int,real,100203
,Since there are many types of fabric masks available does WHO have any guidance on which masks to use?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-on-covid-19-and-masks,who.int,real,100204
,How should I wear and care for a fabric mask?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-on-covid-19-and-masks,who.int,real,100205
,Does WHO recommend the use of gloves in the community to prevent transmission of COVID-19?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-on-covid-19-and-masks,who.int,real,100206
,What are the key measures all people should do to protect themselves and others in the context of the COVID-19 pandemic?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-on-covid-19-and-masks,who.int,real,100207
,Who is at risk of developing severe disease?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-on-on-covid-19-for-older-people,who.int,real,100208
,Is there a vaccine drug or treatment for COVID-19?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-on-on-covid-19-for-older-people,who.int,real,100209
,What can I do to prevent infection?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-on-on-covid-19-for-older-people,who.int,real,100210
,What can older people do to prepare for COVID-19 in their community?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-on-on-covid-19-for-older-people,who.int,real,100211
,How can I keep healthy on a daily basis during the COVID-19 pandemic?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-on-on-covid-19-for-older-people,who.int,real,100212
,What should I do if I have symptoms of COVID-19?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-on-on-covid-19-for-older-people,who.int,real,100213
,I have recently lost someone I care about. What advice do you have to help me cope?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-on-on-covid-19-for-older-people,who.int,real,100214
,Can adolescents catch COVID-19?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-for-adolescents-and-youth-related-to-covid-19,who.int,real,100215
,Can adolescents spread COVID-19 to other people even if they have mild or no symptoms?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-for-adolescents-and-youth-related-to-covid-20,who.int,real,100216
,Since there are few known cases of adolescents getting seriously ill with COVID-19 should I go to a health facility if I develop symptoms of the disease?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-for-adolescents-and-youth-related-to-covid-21,who.int,real,100217
,What should I do if someone in my family gets really ill with COVID-19?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-for-adolescents-and-youth-related-to-covid-22,who.int,real,100218
,I am on medication for a chronic health condition. Should I change anything?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-for-adolescents-and-youth-related-to-covid-23,who.int,real,100219
,I was due to get vaccinated for HPV meningitis or tetanus but immunization services have been disrupted. Should I be concerned?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-for-adolescents-and-youth-related-to-covid-24,who.int,real,100220
,I am bored staying home. Since I am very unlikely to get severely ill even if I was to get COVID-19 why is it important that I follow the guidelines to prevent transmission such as keeping physical distance from other people?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-for-adolescents-and-youth-related-to-covid-25,who.int,real,100221
,Some of my friends are not sticking to the rules about physical distancing. What should I do?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-for-adolescents-and-youth-related-to-covid-26,who.int,real,100222
,I am feeling really anxious about COVID-19 and its impact on my life. What should I do?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-for-adolescents-and-youth-related-to-covid-27,who.int,real,100223
,When will this pandemic end so I can go back to school and meet up with my friends?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-for-adolescents-and-youth-related-to-covid-28,who.int,real,100224
,Schools are reopening in some areas of my country. Is it safe to go back to school?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-for-adolescents-and-youth-related-to-covid-29,who.int,real,100225
,I know there is a risk of getting COVID-19 at the moment but I feel fine. Can I still play sports?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-for-adolescents-and-youth-related-to-covid-30,who.int,real,100226
,I am missing out on my education because of the COVID-19 pandemic. What should I do?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-for-adolescents-and-youth-related-to-covid-31,who.int,real,100227
,COVID-19 is everywhere in the news and I am finding it difficult to know what is true and what is false. What should I do?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-for-adolescents-and-youth-related-to-covid-32,who.int,real,100228
,Is it safe to have sex at this time?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-for-adolescents-and-youth-related-to-covid-33,who.int,real,100229
,In the lockdown I am spending much more time online playing games socialising and studying. Should I be worried about this?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-for-adolescents-and-youth-related-to-covid-34,who.int,real,100230
,I heard I can be hurt by online contacts. What are my risks and how I can protect myself online.,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-for-adolescents-and-youth-related-to-covid-35,who.int,real,100231
,Since my parents stopped going out to work they have been arguing with each other much more and in some instances I have seen one parent harm or hurt the other either verbally or physically. I don’t feel safe at home. What should I do?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-for-adolescents-and-youth-related-to-covid-36,who.int,real,100232
,I don’t like the way someone touches me at home and we are both at home all the time because of the pandemic. What should I do?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-for-adolescents-and-youth-related-to-covid-37,who.int,real,100233
,Can COVID-19 be passed through breastfeeding?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-on-covid-19-and-breastfeeding,who.int,real,100234
,In communities where COVID-19 is prevalent should mothers breastfeed?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-on-covid-19-and-breastfeeding,who.int,real,100235
,Following delivery should a baby still be immediately placed skin-to-skin and breastfed if the mother is confirmed or suspected to have COVID-19?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-on-covid-19-and-breastfeeding,who.int,real,100236
,Can women with confirmed or suspected COVID-19 breastfeed?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-on-covid-19-and-breastfeeding,who.int,real,100237
,If a mother confirmed or suspected to have COVID-19 does not have a medical face mask should she still breastfeed?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-on-covid-19-and-breastfeeding,who.int,real,100238
,I have confirmed or suspected COVID-19 and am too unwell to breastfeed my baby directly. What can I do?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-on-covid-19-and-breastfeeding,who.int,real,100239
,I had confirmed or suspected COVID-19 and was unable to breastfeed when can I start to breastfeed again?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-on-covid-19-and-breastfeeding,who.int,real,100240
,I have confirmed or suspected COVID-19 is it safer to give my baby infant formula milk?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-on-covid-19-and-breastfeeding,who.int,real,100241
,Why are self-care interventions important during a pandemic like COVID-19?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-on-self-care-interventions-for-sexual-and-reproductive-health-and-rights-and-covid-19,who.int,real,100242
,Do I need to see a health worker for self care actions?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-on-self-care-interventions-for-sexual-and-reproductive-health-and-rights-and-covid-20,who.int,real,100243
,What self care actions can I take to protect my sexual and reproductive health?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-on-self-care-interventions-for-sexual-and-reproductive-health-and-rights-and-covid-21,who.int,real,100244
,How can I get healthcare support during the COVID-19 pandemic for a self-care intervention?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-on-self-care-interventions-for-sexual-and-reproductive-health-and-rights-and-covid-22,who.int,real,100245
,How should imported foods from countries with high prevalence of COVID-19 be treated?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/questions-relating-to-food-safety-authorities,who.int,real,100246
,Do food inspectors need to wear any protective equipment?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/questions-relating-to-food-safety-authorities,who.int,real,100247
,What do food inspectors need to consider when reopening a food business when the pandemic is over?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/questions-relating-to-food-safety-authorities,who.int,real,100248
,What are the lab protocols for identifying the virus in food? On surfaces?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/questions-relating-to-food-safety-authorities,who.int,real,100249
,Is quarantine necessary for live animals imported from countries experiencing a large numbers of COVID-19 cases?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/questions-relating-to-food-safety-authorities,who.int,real,100250
,How do we ensure the food supply chain remains intact to prevent food shortages?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/questions-relating-to-food-safety-authorities,who.int,real,100251
,How can food businesses remain safe from virus contamination?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/questions-relating-to-food-businesses,who.int,real,100252
,Should grocery store workers wear gloves? Masks?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/questions-relating-to-food-businesses,who.int,real,100253
,What is the protocol when an employee working in a food business becomes ill with COVID-19?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/questions-relating-to-food-businesses,who.int,real,100254
,When can an employee return to work following illness? Are temperature checks appropriate?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/questions-relating-to-food-businesses,who.int,real,100255
,What specific precautions do food workers need to take?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/questions-relating-to-food-businesses,who.int,real,100256
,How should employees maintain safe distance from one another during food production and processing?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/questions-relating-to-food-businesses,who.int,real,100257
,How should baked goods and fresh produce be displayed in a food market/grocery store?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/questions-relating-to-food-businesses,who.int,real,100258
,How should shopping trolleys or carts be disinfected?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/questions-relating-to-food-businesses,who.int,real,100259
,What is the most appropriate sanitizer to use on surfaces in a food production environment?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/questions-relating-to-food-businesses,who.int,real,100260
,Could the virus be transmitted from humans to food animals or vice versa?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/questions-relating-to-food-businesses,who.int,real,100261
,What is known about various conditions affecting survivability of the virus?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/questions-relating-to-food-businesses,who.int,real,100262
,What measures should be taken to ensure safe transport of food during this pandemic?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/questions-relating-to-food-businesses,who.int,real,100263
,What measures should be taken to ensure safe water is used in food production during this pandemic?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/questions-relating-to-food-businesses,who.int,real,100264
,How should food premises be cleaned/disinfected during this pandemic?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/questions-relating-to-food-businesses,who.int,real,100265
,Can I get COVID-19 from food?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/questions-relating-to-consumers,who.int,real,100266
,Can the virus live on the surface of foods (including fruits and vegetables frozen foods pre-packaged foods)?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/questions-relating-to-consumers,who.int,real,100267
,How to wash fruits and vegetables? Just with water or something else?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/questions-relating-to-consumers,who.int,real,100268
,Can the virus live on the surface of food packaging? How long? Is it necessary to disinfect?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/questions-relating-to-consumers,who.int,real,100269
,How long is it to cook food? To what temperature to kill the virus?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/questions-relating-to-consumers,who.int,real,100270
,What precautions should consumers take in grocery stores?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/questions-relating-to-consumers,who.int,real,100271
,Is food/grocery delivery safe?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/questions-relating-to-consumers,who.int,real,100272
,What is the best household disinfectant for surfaces?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/questions-relating-to-consumers,who.int,real,100273
,Is it still safe to go to food markets? Animal markets? Wet markets?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/questions-relating-to-consumers,who.int,real,100274
,As a smoker is my risk of getting the COVID-19 virus higher than that of a non-smoker?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-on-tobacco-and-covid-19,who.int,real,100275
,As a smoker am I likely to get more severe symptoms if infected?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-on-tobacco-and-covid-20,who.int,real,100276
,As a vaper am I more likely to be infected or to have more severe symptoms if infected?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-on-tobacco-and-covid-21,who.int,real,100277
,What about using smokeless tobacco like chewing tobacco?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-on-tobacco-and-covid-22,who.int,real,100278
,What does WHO recommend for tobacco users?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-on-tobacco-and-covid-23,who.int,real,100279
,What can I do to protect people from the risks associated with smoking smokeless tobacco use and vaping?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-on-tobacco-and-covid-24,who.int,real,100280
,Does nicotine use affect my chances in the context of COVID-19?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-on-tobacco-and-covid-25,who.int,real,100281
,Can COVID-19 be transmitted at the workplace?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-tips-for-health-and-safety-at-the-workplace-in-the-context-of-covid-19,who.int,real,100282
,What is the risk of contracting COVID-19 in the workplace?,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/q-a-tips-for-health-and-safety-at-the-workplace-in-the-context-of-covid-20,who.int,real,100283
